origin;-;baidu;-;google;-;bing;-;1x2;1x3;2x3
Eating spicy food and sweating can mitigate the adverse physiological effects of humidity .;-;吃辛辣食物和出汗可以减轻湿度对身体的不利影响。;-;吃辛辣食物和出汗可以减轻湿度对生理的不利影响。;-;吃辛辣的食物和出汗可以减轻湿度的不良生理影响。;-;1-2;1-3;2-3
Children , popping up on the nightly news , still go missing every day .;-;在晚间新闻中出现的孩子们仍然每天失踪。;-;孩子们出现在晚间新闻中，仍然每天都在失踪。;-;孩子们，在夜间新闻中突然出现，仍然每天失踪。;-;1-2;1-3;2-3
Stoemp is both pub fare and a useful way to repurpose leftovers at home .;-;Stoemp既是酒吧的食物，也是在家里重新利用剩菜的有用方式。;-;Stoemp既是酒吧美食，也是在家中重新利用剩菜的有用方法。;-;Stoemp既是酒吧的美食，也是在家中重新利用剩菜的有用方式。;-;1-2;1-3;2-3
Coffeehouses helped spread modern democracy , spur the Enlightenment and birth periodical literature .;-;咖啡馆有助于传播现代民主，促进启蒙运动和文学的诞生。;-;咖啡馆帮助传播了现代民主，激发了启蒙运动并诞生了期刊文学。;-;咖啡馆帮助传播现代民主，刺激启蒙运动和诞生期刊文学。;-;1x2;1x3;2-3
Northwest China stands out as a hot destination since COVID-19 has been brought under control nationwide .;-;中国西北部是一个热门的目的地，因为COVID-19已经在全国范围内得到控制。;-;自从COVID-19在全国范围内得到控制以来，中国西北地区成为热门目的地。;-;自COVID-19在全国范围内得到控制以来，中国西北地区已成为一个热门目的地。;-;1-2;1-3;2-3
Tofu and duck blood in traditional Taiwan style are the highlight of the spicy soup base .;-;传统台湾风味的豆腐和鸭血是辛辣汤底的亮点。;-;传统台湾风味的豆腐和鸭血是麻辣汤底的亮点。;-;传统台湾风味的豆腐和鸭血是辣汤底的亮点。;-;1-2;1-3;2-3
It also promotes cultural and economic exchange and enhances mutual understanding between China and the world .;-;它还促进了文化和经济交流，增进了中国与世界的相互了解。;-;它还促进了文化和经济交流，增进了中国与世界的相互了解。;-;它还促进了文化和经济交流，增进了中国与世界之间的相互了解。;-;1-2;1-3;2-3
Tossing the wok allows better mixing , which is essential when you have super high heat .;-;翻炒锅可以更好地搅拌，这在超高温下是必不可少的。;-;扔炒锅可以更好地混合，当你有超高温时，这是必不可少的。;-;抛掷炒锅可以更好地混合，这在具有超高热量时至关重要。;-;1x2;1x3;2x3
Coffee began to spread as a way for religious devotees to remain alert and worship until the early hours of the morning .;-;咖啡开始传播，作为宗教信徒保持警惕和礼拜的一种方式，直到清晨。;-;咖啡开始传播，作为宗教信徒保持警觉和崇拜的一种方式，直到凌晨。;-;咖啡开始传播，作为宗教信徒保持警觉和崇拜直到凌晨的一种方式。;-;1-2;1-3;2-3
The office prepared masks printed with Chinese tourism logos for visitors , and sterilized all the brochures .;-;该办公室为游客准备了印有中国旅游标识的口罩，并对所有手册进行了消毒。;-;办公室为来访者准备了印有中国旅游标志的口罩，并对所有宣传册进行了消毒。;-;该办公室为游客准备了印有中国旅游标志的口罩，并对所有小册子进行了消毒。;-;1-2;1-3;2-3
In activity design and selection , the hotel emphasizes not only fun , but also nature conservancy .;-;在活动设计和选择上，酒店不仅强调乐趣，还强调自然保护。;-;在活动设计和选择上，酒店不仅强调乐趣，还强调自然保护​​。;-;在活动设计和选择上，酒店不仅强调乐趣，还强调自然保护。;-;1-2;1-3;2-3
Hotels should be flexible to meet the requirements of clients and seek every opportunity , he said .;-;他说，酒店应该灵活地满足客户的要求，并寻找每一个机会。;-;他说，酒店应该灵活地满足客户的要求并寻求每一个机会。;-;他说，酒店应该灵活地满足客户的要求，并寻求每一个机会。;-;1-2;1-3;2-3
According to Traditional Chinese Medicine , the human body ’s constitutions are intimately connected with the surrounding environment .;-;中医认为，人体的体质与周围环境密切相关。;-;中医认为，人体的体质与周围环境密切相关。;-;根据传统中医的说法，人体的体质与周围环境密切相关。;-;1-2;1x3;2x3
Despite not feeling hungry at first , my stomach became a bottomless pit as I continued eating .;-;尽管一开始并不觉得饿，但当我继续吃的时候，我的胃变成了一个无底洞。;-;虽然一开始并不觉得饿，但随着我继续吃下去，我的胃变成了一个无底洞。;-;尽管一开始并不感到饥饿，但当我继续进食时，我的胃变成了一个无底洞。;-;1-2;1-3;2-3
Acts of kindness have come to define the coronavirus pandemic , but in some nations , traditions of generosity and helping one another go back centuries .;-;善良的行为已经成为冠状病毒大流行的定义，但在一些国家，慷慨和相互帮助的传统可以追溯到几个世纪以前。;-;善举已经成为冠状病毒大流行的定义，但在一些国家，慷慨和互相帮助的传统可以追溯到几个世纪前。;-;善举已经成为冠状病毒大流行的定义，但在一些国家，慷慨和互相帮助的传统可以追溯到几个世纪以前。;-;1-2;1-3;2-3
We need to cater for the market that suits different lifestyles and individual experiences for our Chinese guests .;-;我们需要迎合适合中国客人不同生活方式和个人体验的市场。;-;我们需要迎合适合中国客人不同生活方式和个人体验的市场。;-;我们需要迎合适合中国客人不同生活方式和个人体验的市场。;-;1-2;1-3;2-3
After living in Chengdu for six years , he would describe the food .;-;在成都生活了六年后，他会描述食物。;-;在成都生活了六年，他会描述食物。;-;在成都生活了六年后，他会描述食物。;-;1x2;1-3;2x3
He first quickly fries the freshly chopped ingredients in the wok , drying them before setting them aside .;-;他首先在炒锅里快速炸开新切的原料，晾干后放在一边。;-;他先快速将刚切好的食材放入锅中煎炸，晾干后放在一边。;-;他首先在炒锅里快速炸开新鲜切碎的食材，晾干后再放在一边。;-;1x2;1x3;2x3
The biggest draws include deserts , camel riding , danxia landforms and historical sites along the ancient Silk road .;-;最大的吸引力包括沙漠、骑骆驼、丹霞地貌和古丝绸之路沿线的历史遗迹。;-;最大的吸引力包括沙漠、骑骆驼、丹霞地貌和古丝绸之路沿线的历史遗迹。;-;最大的吸引力包括沙漠，骑骆驼，丹霞地貌和古丝绸之路沿线的历史遗迹。;-;1-2;1-3;2-3
All scenic spots in Gansu 's Gannan tibet autonomous prefecture also offered free admission to visitors during the festival .;-;甘肃甘南藏族自治州的所有景点也在节日期间免费入场。;-;节日期间，甘肃甘南藏族自治州各景点也对游客免费开放。;-;甘肃省甘南西藏自治州的所有景区也在节日期间向游客提供免费入场。;-;1x2;1x3;2-3
All the varieties can be drunk , and we encourage diners to taste the broth before boiling the ingredients .;-;所有的品种都可以喝，我们鼓励食客在煮沸原料之前先尝一尝汤。;-;所有品种都可以饮用，我们鼓励食客在煮沸食材之前先品尝肉汤。;-;所有品种都可以饮用，我们鼓励食客在煮沸食材之前品尝肉汤。;-;1-2;1-3;2-3
He then worked with other village officials to explain the potential benefits of sika deer breeding to the villagers .;-;然后，他与其他村官一起向村民解释梅花鹿养殖的潜在好处。;-;然后，他与其他村干部合作，向村民解释梅花鹿养殖的潜在好处。;-;然后，他与其他村干部合作，向村民解释梅花鹿繁殖的潜在好处。;-;1-2;1-3;2-3
Travelers can also opt for small islands on the lake , where karst landscape and monkeys can be spotted .;-;游客也可以选择湖边的小岛，在那里可以看到喀斯特地貌和猴子。;-;游客还可以选择湖上的小岛，在那里可以看到喀斯特地貌和猴子。;-;旅行者还可以选择湖上的小岛，在那里可以发现喀斯特景观和猴子。;-;1-2;1-3;2-3
The event attracted 285 enterprise from 30 countries , a number smaller than previous years due to the pandemic .;-;这次活动吸引了来自30个国家的285家企业，由于疫情，这一数字比往年有所减少。;-;此次活动吸引了来自30个国家的285家企业参加，受疫情影响，这一数字比往年少。;-;该活动吸引了来自30个国家的285家企业，由于大流行，这一数字比往年少。;-;1-2;1-3;2-3
Many companies are conducting road shows , holding national and regional conferences , and organizing exhibition .;-;许多公司正在举办路演、举行国家和地区会议，并组织展览。;-;许多公司正在进行路演，举办国家和地区会议，并组织展览。;-;许多公司正在进行路演，举办国家和地区会议，并组织展览。;-;1-2;1-3;2-3
The Pied Piper then , more than a fairy tale , becomes the emblem of a profound historical mystery .;-;当时，彩笛手不仅仅是一个童话故事，而是一个深刻的历史谜团的象征。;-;吹笛者，不仅仅是一个童话，成为一个深刻的历史谜团的象征。;-;然后，PiedPiper不仅仅是一个童话故事，而是成为一个深刻的历史奥秘的象征。;-;1x2;1x3;2x3
